OBSID,target_comb_idx,target_text,ctx_-4_speaker,ctx_-4_text,ctx_-3_speaker,ctx_-3_text,ctx_-2_speaker,ctx_-2_text,ctx_-1_speaker,ctx_-1_text,ctx_0_speaker,ctx_0_text,ctx_1_speaker,ctx_1_text,ctx_2_speaker,ctx_2_text,R1: References prior student content,R2: Builds on student content,R3: Invites further student thinking,C1. No student content available (N/A)
2028,2028_61,"Oh, you're right, 'cause we did have a tie.  It was Ladybugs and–11 was our tie.  Yes.  Okay, Student J, did you find it?  Good.",teacher,"Okay, well then I'm just going to have to make it up for you. I forgot we were having a hard time that day.  There. Range and median.  Use these numbers that I've made up. Yes?",student,This is like when somebody does favorite subject or something and two of them get a tie and you don't have the most? Then do you do the lower and in the two appear that has the most points?  That there's a tie?  Is there a tie?  And then you put them there?,teacher,"Wait, say that again.",student,"Like, yesterday with the book, like two favorites which there would be more but they were the most and they had a tie, even better, only those two were options.",teacher,"Oh, you're right, 'cause we did have a tie.  It was Ladybugs and–11 was our tie.  Yes.  Okay, Student J, did you find it?  Good.",student,I'm lost.,teacher,"Huh?  Well, come here.",1,0,0,0
4239,4239_41,"Okay.  So the question that they’re asking us to solve in our own words is what, Student C?",teacher,How many cookies are left or how many they started with? What’s the question?  Okay.,student,Should we write it down?,teacher,"Okay.  I’m hearing some good things.  These two groups have about the same sentence.  Are we solving or are we coming up with a question, baby?",student,Coming up with a question.,teacher,"Okay.  So the question that they’re asking us to solve in our own words is what, Student C?",student,Huh?,teacher,Slow down.  What’s the question?  What are they trying to get us to do?,0,0,1,0
870,870_615,Twelve.  So that's not the number I need.,teacher,What is five plus five?,student,Ten.,teacher,"Ten.  Well, how long is that height?",student,Twelve.,teacher,Twelve.  So that's not the number I need.,multiple students,[Inaudible crosstalk],teacher,Say it.,1,0,0,0
2846,2846_447,"Sixty and seventy, or one-twenty and one-ten?",teacher,"Ninety-six, for that – you go back to that one?  Oh, because – okay that was [inaudible] my bad.  Because it’s going that way.  It’s up to you.  I’m sorry.  Because see – do you see why?  Because 84 would be over here.  Eighty-four would be a keep.  Ninety-six is going right past ninety, so it’s up to you.  Okay?  I’m sorry.  It’s entirely my fault.  Okay, now before you figure it out, is it obtuse, or is it acute?",student,[Inaudible].,teacher,"Okay, so where’s it going to – what’s it between?",student,[Inaudible].,teacher,"Sixty and seventy, or one-twenty and one-ten?",student,[Inaudible].,teacher,"Okay, so it’s going this way.  There’s 110.  You’re going that way.  You all, I really like this Jeopardy game.",0,0,1,0
4125,4125_186,"What’s 2?  So 6 times 40 is 240, right?  Then you got 56 and how many sixes can you get out of 56?  You did 5? Right.  Okay.  So 6 times 5 is 30 and—",teacher,"100.  So 100.  You didn’t take out 100.  You multiplied by 100 and took out 600.  Okay.  Hey, I can do that again. That’s great.  He did it again.  Anyone else do it like this?",student,I got the idea for the last one for 40.,teacher,40.  So you did 6 times—,student,It’s 2.,teacher,"What’s 2?  So 6 times 40 is 240, right?  Then you got 56 and how many sixes can you get out of 56?  You did 5? Right.  Okay.  So 6 times 5 is 30 and—",student,Then I did 4.,teacher,Don’t anyone come to me.  6 times 4 is—,1,1,1,0
4685,4685_194,Okay.,student,Mm-hmm.,teacher,"See, this whole, this line and this line all have to line up with this line.  So watch.  The first thing I go for is the vertex with the little hole in the protractor.  So I got that.  Then this line.  I want to get right on top of that, so I can’t see it. Now we got it – see, I’m a little off over here.  Watch. I’m going to push this up.  Now it should be about perfect. And let’s see.  There.  And here’s – it’s close enough. See, it’s basically touching that line.",student,Mm-hmm.,teacher,So 140.,teacher,Okay.,teacher,This is the little label.  This yours?  Did I steal that on you?,student,Yep.,0,0,0,0
1009,1009_253,"Absolutely.  So this is what you're talking about, Student P. They want you to see that you can do it more than just one time.  So three is going to go into three one time.  And 3 goes into 12?",teacher,Can’t 3 go into 12 evenly?,multiple students,Yes.,teacher,So can I reduce this one too?,multiple students,Yes.,teacher,"Absolutely.  So this is what you're talking about, Student P. They want you to see that you can do it more than just one time.  So three is going to go into three one time.  And 3 goes into 12?",multiple students,Four times.,teacher,One times one?,1,1,1,0
36,36_363,"You can’t.  That’s the – Student C, this is one example.  This is it.  One whole equals two out of two.  Done.  Now do another one.  One-half equals four-eighths.  Get it? Showing me the picture.  You’re proving it. You guys are literally proving to me that they are equivalent by drawing it, right? Did you find any new – what’s your expression gonna say? What is this shape?  One-half equals what?  Wait.  First of all, label these; what are they?  What I appreciate is what you’re getting out of [inaudible].  Alright.  So one-half equals what?",teacher,Excuse me.  We are doing this lesson right now.  Does it have anything to do with this lesson?  Put it away and do the lesson. What did he find?,student,[Inaudible].,teacher,"So there’s your expression.  One-half equals four-eighths, right? Now these are like he did; number two.  Go ahead and do that.  I guess – and you didn’t do the ones he did first.  You didn’t want to do that one?  You don’t need a ruler; just trace your guide.",student,I had to get my guide [inaudible].,teacher,"You can’t.  That’s the – Student C, this is one example.  This is it.  One whole equals two out of two.  Done.  Now do another one.  One-half equals four-eighths.  Get it? Showing me the picture.  You’re proving it. You guys are literally proving to me that they are equivalent by drawing it, right? Did you find any new – what’s your expression gonna say? What is this shape?  One-half equals what?  Wait.  First of all, label these; what are they?  What I appreciate is what you’re getting out of [inaudible].  Alright.  So one-half equals what?",student,All it is is one [inaudible].,teacher,Hm?  One-eighth is separate.  One-half is that bit?  How big is a half?,1,1,1,0
2395,2395_115,"I’m sure, Student T, you said something very valuable, but I want to make sure everyone is giving you their undivided attention.  So everybody give your attention to Student T please.  Pencils should be down.  No one should be drawing on their notebooks or their folders, and everyone should be listening to Student T about what she just said.",teacher,"Go sit down. Okay, 1, 2, 3, eyes on me.",multiple students,"1, 2, eyes on you.",teacher,What do we think of when we hear the term landmark numbers? Student T.,student,I think a landmark number is a number of  [inaudible].,teacher,"I’m sure, Student T, you said something very valuable, but I want to make sure everyone is giving you their undivided attention.  So everybody give your attention to Student T please.  Pencils should be down.  No one should be drawing on their notebooks or their folders, and everyone should be listening to Student T about what she just said.",student,I think that a landmark number is the tens and the hundreds.,teacher,"Okay, you’re thinking landmark tens, hundreds.  What do you mean by that?",0,0,0,0
4658,4658_137,Because you multiply.  I multiplied one times three.  You multiply the numerators together and then the denominators. I hear some conversation going on.  What’s going on?  I heard so many questions.  Hmm?,teacher,"What is my denominator, which equals –",student,[Inaudible].,teacher,That’s it.  Okay?  Student L?,student,[Inaudible].,teacher,Because you multiply.  I multiplied one times three.  You multiply the numerators together and then the denominators. I hear some conversation going on.  What’s going on?  I heard so many questions.  Hmm?,student,[Inaudible] four from 12 [inaudible].,teacher,"Oh, 12 divided by three is?",0,0,1,0
